No errors
No warnings
147 ms
data source=tafs
2629 results
raw_text,station_id,issue_time,bulletin_time,valid_time_from,valid_time_to,remarks,latitude,longitude,elevation_m,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c
KLNS 220252Z 2203/2224 VRB03KT P6SM SKC FM221300 14005KT P6SM BKN070,KLNS,2024-03-22T02:52:00Z,2024-03-22T02:52:00Z,2024-03-22T03:00:00Z,2024-03-23T00:00:00Z,AMD,40.1206,-76.2944,122,2024-03-22T03:00:00Z,2024-03-22T13:00:00Z,,,,VRB,3,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,2024-03-22T13:00:00Z,2024-03-23T00:00:00Z,FM,,,140,5,,,,,6+,,,,,BKN,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIPT 220251Z 2203/2224 32006KT P6SM SKC FM220400 VRB03KT P6SM SKC FM221200 10003KT P6SM BKN080,KIPT,2024-03-22T02:51:00Z,2024-03-22T02:51:00Z,2024-03-22T03:00:00Z,2024-03-23T00:00:00Z,AMD,41.243,-76.9217,160,2024-03-22T03:00:00Z,2024-03-22T04:00:00Z,,,,320,6,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,2024-03-22T04:00:00Z,2024-03-22T12:00:00Z,FM,,,VRB,3,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,2024-03-22T12:00:00Z,2024-03-23T00:00:00Z,FM,,,100,3,,,,,6+,,,,,BKN,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF UTSK 220251Z 2204/2213 28010KT 9999 SCT033 FEW060CB TEMPO 2204/2213 23016G26KT 2000 TSRA BR BKN007 BKN033CB,UTSK,2024-03-22T02:51:00Z,2024-03-22T02:51:00Z,2024-03-22T04:00:00Z,2024-03-22T13:00:00Z,,38.804,65.773,399,2024-03-22T04:00:00Z,2024-03-22T13:00:00Z,,,,280,10,,,,,6+,,,,,SCT,3300,,FEW,6000,CB,,,,,,,,,,,,,,,,2024-03-22T04:00:00Z,2024-03-22T13:00:00Z,TEMPO,,,230,16,26,,,,1.24,,,TSRA BR,,BKN,700,,BKN,3300,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUNV 220250Z 2203/2224 VRB03KT P6SM SKC FM221600 16006KT P6SM BKN070,KUNV,2024-03-22T02:50:00Z,2024-03-22T02:50:00Z,2024-03-22T03:00:00Z,2024-03-23T00:00:00Z,AMD,40.8534,-77.8401,365,2024-03-22T03:00:00Z,2024-03-22T16:00:00Z,,,,VRB,3,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,2024-03-22T16:00:00Z,2024-03-23T00:00:00Z,FM,,,160,6,,,,,6+,,,,,BKN,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KACT 220250Z 2203/2224 14009KT P6SM VCTS BKN019CB TEMPO 2203/2204 24015G25KT 3SM TSRA FM220400 27005KT P6SM BKN019 FM221200 31009KT P6SM SCT027 FM221900 34014KT P6SM BKN050 FM222300 36015G22KT P6SM FEW250,KACT,2024-03-22T02:50:00Z,2024-03-22T02:50:00Z,2024-03-22T03:00:00Z,2024-03-23T00:00:00Z,AMD,31.618,-97.2283,150,2024-03-22T03:00:00Z,2024-03-22T04:00:00Z,,,,140,9,,,,,6+,,,VCTS,,BKN,1900,CB,,,,,,,,,,,,,,,,,,,2024-03-22T03:00:00Z,2024-03-22T04:00:00Z,TEMPO,,,240,15,25,,,,3,,,TSRA,,,,,,,,,,,,,,,,,,,,,,,2024-03-22T04:00:00Z,2024-03-22T12:00:00Z,FM,,,270,5,,,,,6+,,,,,BKN,1900,,,,,,,,,,,,,,,,,,,,2024-03-22T12:00:00Z,2024-03-22T19:00:00Z,FM,,,310,9,,,,,6+,,,,,SCT,2700,,,,,,,,,,,,,,,,,,,,2024-03-22T19:00:00Z,2024-03-22T23:00:00Z,FM,,,340,14,,,,,6+,,,,,BKN,5000,,,,,,,,,,,,,,,,,,,,2024-03-22T23:00:00Z,2024-03-23T00:00:00Z,FM,,,360,15,22,,,,6+,,,,,FEW,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAFW 220250Z 2203/2224 17005KT P6SM VCSH SCT024 BKN060 FM220600 18006KT P6SM OVC015 FM221200 32009KT P6SM BKN010 FM221600 33014KT P6SM BKN025 FM222000 01017KT P6SM BKN035,KAFW,2024-03-22T02:50:00Z,2024-03-22T02:50:00Z,2024-03-22T03:00:00Z,2024-03-23T00:00:00Z,AMD,32.99,-97.32,208,2024-03-22T03:00:00Z,2024-03-22T06:00:00Z,,,,170,5,,,,,6+,,,VCSH,,SCT,2400,,BKN,6000,,,,,,,,,,,,,,,,,2024-03-22T06:00:00Z,2024-03-22T12:00:00Z,FM,,,180,6,,,,,6+,,,,,OVC,1500,,,,,,,,,,,,,,,,,,,,2024-03-22T12:00:00Z,2024-03-22T16:00:00Z,FM,,,320,9,,,,,6+,,,,,BKN,1000,,,,,,,,,,,,,,,,,,,,2024-03-22T16:00:00Z,2024-03-22T20:00:00Z,FM,,,330,14,,,,,6+,,,,,BKN,2500,,,,,,,,,,,,,,,,,,,,2024-03-22T20:00:00Z,2024-03-23T00:00:00Z,FM,,,10,17,,,,,6+,,,,,BKN,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KGKY 220250Z 2203/2224 15008KT P6SM VCSH SCT024 BKN060 FM220600 18006KT P6SM OVC015 FM221200 32009KT P6SM BKN010 FM221600 33014KT P6SM BKN025 FM222000 01017KT P6SM BKN035,KGKY,2024-03-22T02:50:00Z,2024-03-22T02:50:00Z,2024-03-22T03:00:00Z,2024-03-23T00:00:00Z,AMD,32.6583,-97.0951,189,2024-03-22T03:00:00Z,2024-03-22T06:00:00Z,,,,150,8,,,,,6+,,,VCSH,,SCT,2400,,BKN,6000,,,,,,,,,,,,,,,,,2024-03-22T06:00:00Z,2024-03-22T12:00:00Z,FM,,,180,6,,,,,6+,,,,,OVC,1500,,,,,,,,,,,,,,,,,,,,2024-03-22T12:00:00Z,2024-03-22T16:00:00Z,FM,,,320,9,,,,,6+,,,,,BKN,1000,,,,,,,,,,,,,,,,,,,,2024-03-22T16:00:00Z,2024-03-22T20:00:00Z,FM,,,330,14,,,,,6+,,,,,BKN,2500,,,,,,,,,,,,,,,,,,,,2024-03-22T20:00:00Z,2024-03-23T00:00:00Z,FM,,,10,17,,,,,6+,,,,,BKN,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFTW 220250Z 2203/2224 17005KT P6SM VCSH SCT024 BKN060 FM220600 18006KT P6SM OVC015 FM221200 32009KT P6SM BKN010 FM221600 33014KT P6SM BKN025 FM222000 01017KT P6SM BKN035,KFTW,2024-03-22T02:50:00Z,2024-03-22T02:50:00Z,2024-03-22T03:00:00Z,2024-03-23T00:00:00Z,AMD,32.8248,-97.364,213,2024-03-22T03:00:00Z,2024-03-22T06:00:00Z,,,,170,5,,,,,6+,,,VCSH,,SCT,2400,,BKN,6000,,,,,,,,,,,,,,,,,2024-03-22T06:00:00Z,2024-03-22T12:00:00Z,FM,,,180,6,,,,,6+,,,,,OVC,1500,,,,,,,,,,,,,,,,,,,,2024-03-22T12:00:00Z,2024-03-22T16:00:00Z,FM,,,320,9,,,,,6+,,,,,BKN,1000,,,,,,,,,,,,,,,,,,,,2024-03-22T16:00:00Z,2024-03-22T20:00:00Z,FM,,,330,14,,,,,6+,,,,,BKN,2500,,,,,,,,,,,,,,,,,,,,2024-03-22T20:00:00Z,2024-03-23T00:00:00Z,FM,,,10,17,,,,,6+,,,,,BKN,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KDAL 220250Z 2203/2224 16005KT P6SM -SHRA VCTS SCT014CB OVC060 FM220500 18006KT P6SM OVC015 FM221200 32009KT P6SM BKN010 FM221600 33014KT P6SM BKN025 FM222000 01017KT P6SM BKN035,KDAL,2024-03-22T02:50:00Z,2024-03-22T02:50:00Z,2024-03-22T03:00:00Z,2024-03-23T00:00:00Z,AMD,32.8384,-96.8358,148,2024-03-22T03:00:00Z,2024-03-22T05:00:00Z,,,,160,5,,,,,6+,,,-SHRA VCTS,,SCT,1400,CB,OVC,6000,,,,,,,,,,,,,,,,,2024-03-22T05:00:00Z,2024-03-22T12:00:00Z,FM,,,180,6,,,,,6+,,,,,OVC,1500,,,,,,,,,,,,,,,,,,,,2024-03-22T12:00:00Z,2024-03-22T16:00:00Z,FM,,,320,9,,,,,6+,,,,,BKN,1000,,,,,,,,,,,,,,,,,,,,2024-03-22T16:00:00Z,2024-03-22T20:00:00Z,FM,,,330,14,,,,,6+,,,,,BKN,2500,,,,,,,,,,,,,,,,,,,,2024-03-22T20:00:00Z,2024-03-23T00:00:00Z,FM,,,10,17,,,,,6+,,,,,BKN,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KDFW 220250Z 2203/2306 14006KT P6SM VCSH SCT024 OVC060 FM220600 18006KT P6SM OVC015 FM221200 32009KT P6SM BKN010 FM221600 33014KT P6SM BKN025 FM222000 01017KT P6SM BKN035 FM230100 35011KT P6SM SKC,KDFW,2024-03-22T02:50:00Z,2024-03-22T02:50:00Z,2024-03-22T03:00:00Z,2024-03-23T06:00:00Z,AMD,32.8974,-97.0219,168,2024-03-22T03:00:00Z,2024-03-22T06:00:00Z,,,,140,6,,,,,6+,,,VCSH,,SCT,2400,,OVC,6000,,,,,,,,,,,,,,,,,2024-03-22T06:00:00Z,2024-03-22T12:00:00Z,FM,,,180,6,,,,,6+,,,,,OVC,1500,,,,,,,,,,,,,,,,,,,,2024-03-22T12:00:00Z,2024-03-22T16:00:00Z,FM,,,320,9,,,,,6+,,,,,BKN,1000,,,,,,,,,,,,,,,,,,,,2024-03-22T16:00:00Z,2024-03-22T20:00:00Z,FM,,,330,14,,,,,6+,,,,,BKN,2500,,,,,,,,,,,,,,,,,,,,2024-03-22T20:00:00Z,2024-03-23T01:00:00Z,FM,,,10,17,,,,,6+,,,,,BKN,3500,,,,,,,,,,,,,,,,,,,,2024-03-23T01:00:00Z,2024-03-23T06:00:00Z,FM,,,350,11,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF CYHZ 220249Z 2203/2224 25015G25KT P6SM BKN030 TEMPO 2203/2205 2 1/2SM -SHSN BKN020 FM220500 24018G28KT P6SM BKN040 TEMPO 2205/2215 5SM -SHSN BKN020 FM221500 27018G28KT P6SM BKN030 BECMG 2216/2218 28020G30KT FM222200 28015G25KT P6SM FEW030 RMK NXT FCST BY 220600Z,CYHZ,2024-03-22T02:49:00Z,2024-03-22T02:49:00Z,2024-03-22T03:00:00Z,2024-03-23T00:00:00Z,RMK NXT FCST BY 220600Z,44.8781,-63.5136,136,2024-03-22T03:00:00Z,2024-03-22T05:00:00Z,,,,250,15,25,,,,6+,,,,,BKN,3000,,,,,,,,,,,,,,,,,,,,2024-03-22T03:00:00Z,2024-03-22T05:00:00Z,TEMPO,,,,,,,,,2.5,,,-SHSN,,BKN,2000,,,,,,,,,,,,,,,,,,,,2024-03-22T05:00:00Z,2024-03-22T15:00:00Z,FM,,,240,18,28,,,,6+,,,,,BKN,4000,,,,,,,,,,,,,,,,,,,,2024-03-22T05:00:00Z,2024-03-22T15:00:00Z,TEMPO,,,,,,,,,5,,,-SHSN,,BKN,2000,,,,,,,,,,,,,,,,,,,,2024-03-22T15:00:00Z,2024-03-22T16:00:00Z,FM,,,270,18,28,,,,6+,,,,,BKN,3000,,,,,,,,,,,,,,,,,,,,2024-03-22T16:00:00Z,2024-03-22T22:00:00Z,BECMG,1711130400,,280,20,30,,,,6+,,,,,BKN,3000,,,,,,,,,,,,,,,,,,,,2024-03-22T22:00:00Z,2024-03-23T00:00:00Z,FM,,,280,15,25,,,,6+,,,,,FEW,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAOO 220249Z 2203/2224 32006KT P6SM SKC FM220400 VRB03KT P6SM SKC FM221500 16008KT P6SM BKN070,KAOO,2024-03-22T02:49:00Z,2024-03-22T02:49:00Z,2024-03-22T03:00:00Z,2024-03-23T00:00:00Z,AMD,40.2999,-78.3168,450,2024-03-22T03:00:00Z,2024-03-22T04:00:00Z,,,,320,6,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,2024-03-22T04:00:00Z,2024-03-22T15:00:00Z,FM,,,VRB,3,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,2024-03-22T15:00:00Z,2024-03-23T00:00:00Z,FM,,,160,8,,,,,6+,,,,,BKN,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF AMD USHH 220249Z 2203/2303 15003G08MPS 1500 SN BKN016 TEMPO 2203/2209 0800 +SHSN SCT004 BKN016CB BECMG 2206/2208 23004G12MPS BECMG 2209/2211 2100 -SN TEMPO 2211/2303 0500 +SHSN BKN004 BKN016CB,USHH,2024-03-22T02:49:00Z,2024-03-22T02:49:00Z,2024-03-22T03:00:00Z,2024-03-23T03:00:00Z,,61.029,69.086,46,2024-03-22T03:00:00Z,2024-03-22T06:00:00Z,,,,150,6,16,,,,0.93,,,SN,,BKN,1600,,,,,,,,,,,,,,,,,,,,2024-03-22T03:00:00Z,2024-03-22T09:00:00Z,TEMPO,,,,,,,,,0.5,,,+SHSN,,SCT,400,,BKN,1600,CB,,,,,,,,,,,,,,,,2024-03-22T06:00:00Z,2024-03-22T09:00:00Z,BECMG,1711094400,,230,8,23,,,,0.93,,,SN,,BKN,1600,,,,,,,,,,,,,,,,,,,,2024-03-22T09:00:00Z,2024-03-23T03:00:00Z,BECMG,1711105200,,230,8,23,,,,1.3,,,-SN,,BKN,1600,,,,,,,,,,,,,,,,,,,,2024-03-22T11:00:00Z,2024-03-23T03:00:00Z,TEMPO,,,,,,,,,0.31,,,+SHSN,,BKN,400,,BKN,1600,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KJST 220248Z 2203/2224 VRB03KT P6SM SKC FM221400 15009KT P6SM BKN060,KJST,2024-03-22T02:48:00Z,2024-03-22T02:48:00Z,2024-03-22T03:00:00Z,2024-03-23T00:00:00Z,AMD,40.3149,-78.8307,695,2024-03-22T03:00:00Z,2024-03-22T14:00:00Z,,,,VRB,3,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,2024-03-22T14:00:00Z,2024-03-23T00:00:00Z,FM,,,150,9,,,,,6+,,,,,BKN,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KBFD 220247Z 2203/2224 VRB03KT P6SM SKC FM221300 13006KT P6SM OVC060,KBFD,2024-03-22T02:47:00Z,2024-03-22T02:47:00Z,2024-03-22T03:00:00Z,2024-03-23T00:00:00Z,AMD,41.7984,-78.6354,642,2024-03-22T03:00:00Z,2024-03-22T13:00:00Z,,,,VRB,3,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,2024-03-22T13:00:00Z,2024-03-23T00:00:00Z,FM,,,130,6,,,,,6+,,,,,OVC,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAPA 220247Z 2203/2224 34007KT P6SM SCT090 BKN140 BKN200 FM220700 02012KT P6SM SCT090 BKN120 BKN200 FM221000 08007KT P6SM FEW120 SCT200 FM221200 14007KT P6SM FEW070 FM221800 09007KT P6SM FEW090 SCT220,KAPA,2024-03-22T02:47:00Z,2024-03-22T02:47:00Z,2024-03-22T03:00:00Z,2024-03-23T00:00:00Z,AMD,39.5599,-104.848,1791,2024-03-22T03:00:00Z,2024-03-22T07:00:00Z,,,,340,7,,,,,6+,,,,,SCT,9000,,BKN,14000,,BKN,20000,,,,,,,,,,,,,,2024-03-22T07:00:00Z,2024-03-22T10:00:00Z,FM,,,20,12,,,,,6+,,,,,SCT,9000,,BKN,12000,,BKN,20000,,,,,,,,,,,,,,2024-03-22T10:00:00Z,2024-03-22T12:00:00Z,FM,,,80,7,,,,,6+,,,,,FEW,12000,,SCT,20000,,,,,,,,,,,,,,,,,2024-03-22T12:00:00Z,2024-03-22T18:00:00Z,FM,,,140,7,,,,,6+,,,,,FEW,7000,,,,,,,,,,,,,,,,,,,,2024-03-22T18:00:00Z,2024-03-23T00:00:00Z,FM,,,90,7,,,,,6+,,,,,FEW,9000,,SCT,22000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMSP 220247Z 2203/2306 06005KT 5SM -SN OVC040 FM220400 07006KT 1SM -SN BR OVC015 FM220700 05005KT 2SM -SN OVC020 FM221000 04005KT 4SM -SN OVC015 FM221400 01007KT P6SM OVC020 FM221800 36010KT P6SM OVC050 FM222200 35011KT P6SM BKN100,KMSP,2024-03-22T02:47:00Z,2024-03-22T02:47:00Z,2024-03-22T03:00:00Z,2024-03-23T06:00:00Z,AMD,44.8852,-93.2313,255,2024-03-22T03:00:00Z,2024-03-22T04:00:00Z,,,,60,5,,,,,5,,,-SN,,OVC,4000,,,,,,,,,,,,,,,,,,,,2024-03-22T04:00:00Z,2024-03-22T07:00:00Z,FM,,,70,6,,,,,1,,,-SN BR,,OVC,1500,,,,,,,,,,,,,,,,,,,,2024-03-22T07:00:00Z,2024-03-22T10:00:00Z,FM,,,50,5,,,,,2,,,-SN,,OVC,2000,,,,,,,,,,,,,,,,,,,,2024-03-22T10:00:00Z,2024-03-22T14:00:00Z,FM,,,40,5,,,,,4,,,-SN,,OVC,1500,,,,,,,,,,,,,,,,,,,,2024-03-22T14:00:00Z,2024-03-22T18:00:00Z,FM,,,10,7,,,,,6+,,,,,OVC,2000,,,,,,,,,,,,,,,,,,,,2024-03-22T18:00:00Z,2024-03-22T22:00:00Z,FM,,,360,10,,,,,6+,,,,,OVC,5000,,,,,,,,,,,,,,,,,,,,2024-03-22T22:00:00Z,2024-03-23T06:00:00Z,FM,,,350,11,,,,,6+,,,,,BKN,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
