No errors
No warnings
102 ms
data source=metars
4813 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KMWK 220425Z AUTO 07003KT 10SM CLR 13/M05 A3021 RMK AO2 T01261055,KMWK,2024-03-22T04:25:00Z,36.4568,-80.5548,12.6,-5.5,70,3,,10+,30.21,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,374
KMRN 220425Z AUTO 00000KT 10SM CLR 09/02 A3017 RMK AO2 T00880015,KMRN,2024-03-22T04:25:00Z,35.8192,-81.6097,8.8,1.5,0,0,,10+,30.17,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,375
KMCZ 220425Z AUTO 11004KT 10SM CLR 05/02 A3027 RMK AO2 T00540020,KMCZ,2024-03-22T04:25:00Z,35.862,-77.178,5.4,2,110,4,,10+,30.27,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,23
KLHZ 220425Z AUTO 15004KT 10SM CLR 07/02 A3024 RMK AO2,KLHZ,2024-03-22T04:25:00Z,36.0229,-78.3341,7,2,150,4,,10+,30.24,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,104
KLFT 220425Z AUTO 05004KT 10SM OVC008 14/14 A2992 RMK AO2 T01440139,KLFT,2024-03-22T04:25:00Z,30.1986,-91.9896,14.4,13.9,50,4,,10+,29.92,,,TRUE,TRUE,,,,,,,OVC,800,,,,,,,IFR,,,,,,,,,,,,SPECI,9
KISO 220425Z AUTO 00000KT 10SM CLR 08/06 A3025 RMK AO2 T00810055,KISO,2024-03-22T04:25:00Z,35.324,-77.6187,8.1,5.5,0,0,,10+,30.25,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,27
KIPJ 220425Z AUTO 00000KT 10SM CLR 08/03 A3016 RMK AO2 T00830026,KIPJ,2024-03-22T04:25:00Z,35.4861,-81.1564,8.3,2.6,0,0,,10+,30.16,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,266
KHVR 220425Z AUTO 06005KT 2 1/2SM -SN BR OVC030 M06/M08 A3024 RMK AO2 P0001 T10611078,KHVR,2024-03-22T04:25:00Z,48.5425,-109.764,-6.1,-7.8,60,5,,2.5,30.24,,,TRUE,TRUE,,,,,,-SN BR,OVC,3000,,,,,,,IFR,,,,,,0.01,,,,,,SPECI,789
KHRF 220425Z AUTO 19009KT 10SM FEW030 SCT045 BKN060 06/02 A3007 RMK AO2 Hamilton ,KHRF,2024-03-22T04:25:00Z,46.2575,-114.127,6,2,190,9,,10+,30.07,,,TRUE,TRUE,,,,,,,FEW,3000,SCT,4500,BKN,6000,,,VFR,,,,,,,,,,,,METAR,1112
KHNZ 220425Z AUTO 11003KT 10SM CLR 06/M01 A3022 RMK AO2 T00641010,KHNZ,2024-03-22T04:25:00Z,36.3635,-78.5289,6.4,-1,110,3,,10+,30.22,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,158
KEXX 220425Z AUTO 00000KT 10SM CLR 08/02 A3018 RMK AO2 T00800020,KEXX,2024-03-22T04:25:00Z,35.7804,-80.3084,8,2,0,0,,10+,30.18,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,221
KETC 220425Z AUTO 11004KT 7SM CLR 07/03 A3027 RMK AO2 T00690034,KETC,2024-03-22T04:25:00Z,35.9363,-77.5416,6.9,3.4,110,4,,7,30.27,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,15
KESN 220425Z AUTO 00000KT 10SM CLR 01/M07 A3033 RMK AO2 T00071069,KESN,2024-03-22T04:25:00Z,38.804,-76.069,0.7,-6.9,0,0,,10+,30.33,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,14
KDPL 220425Z AUTO 10003KT 7SM CLR 08/06 A3025 RMK AO2,KDPL,2024-03-22T04:25:00Z,34.9994,-77.9799,8,6,100,3,,7,30.25,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,39
KCTZ 220425Z AUTO 00000KT 10SM CLR 10/08 A3024 RMK AO2 T00960078,KCTZ,2024-03-22T04:25:00Z,34.9752,-78.3627,9.6,7.8,0,0,,10+,30.24,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,43
KCII 220425Z AUTO 03007KT 7SM M06/M07 A3017 RMK A01 ,KCII,2024-03-22T04:25:00Z,47.8262,-112.17,-6,-7,30,7,,7,30.17,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1202
KCGS 220425Z AUTO 00000KT 10SM CLR 01/M07 A3034 RMK AO2 T00061069,KCGS,2024-03-22T04:25:00Z,38.9806,-76.9251,0.6,-6.9,0,0,,10+,30.34,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,15
KCGE 220425Z AUTO 00000KT 10SM M00/M04 A3033 RMK A01,KCGE,2024-03-22T04:25:00Z,38.5372,-76.0309,0,-4,0,0,,10+,30.33,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,5
KCBE 220425Z AUTO 35003KT 10SM CLR 02/M11 A3034 RMK AO2 T00151108,KCBE,2024-03-22T04:25:00Z,39.6182,-78.7598,1.5,-10.8,350,3,,10+,30.34,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,226
KBVI 220425Z AUTO 00000KT 10SM CLR M03/M11 A3030 RMK AO2,KBVI,2024-03-22T04:25:00Z,40.7735,-80.3825,-3,-11,0,0,,10+,30.30,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,387
KASJ 220425Z AUTO 00000KT 10SM CLR 05/03 A3027 RMK AO2 T00450027,KASJ,2024-03-22T04:25:00Z,36.2941,-77.1724,4.5,2.7,0,0,,10+,30.27,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,20
KACZ 220425Z AUTO 09003KT 10SM CLR 07/06 A3024 RMK AO2 T00730060,KACZ,2024-03-22T04:25:00Z,34.718,-78.005,7.3,6,90,3,,10+,30.24,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,30
K6S8 220425Z AUTO 06012KT 10SM M00/M00 A3011 RMK A01 Laurel ,K6S8,2024-03-22T04:25:00Z,45.703,-108.761,0,0,60,12,,10+,30.11,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1072
K4U6 220425Z AUTO 04006KT 10SM M07/M07 A3014 RMK A01 Circle ,K4U6,2024-03-22T04:25:00Z,47.419,-105.562,-7,-7,40,6,,10+,30.14,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,739
K2G4 220425Z AUTO 00000KT 10SM CLR M03/M14 A3020 RMK AO2 TSNO,K2G4,2024-03-22T04:25:00Z,39.5827,-79.3418,-3,-14,0,0,,10+,30.20,,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,908
K24A 220425Z AUTO 13006KT 10SM CLR 11/01 A3016 RMK AO2 T01130008,K24A,2024-03-22T04:25:00Z,35.3156,-83.2071,11.3,0.8,130,6,,10+,30.16,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,864
K0W3 220425Z AUTO 32004KT 10SM CLR 01/M13 A3030 RMK AO2 T00131132 $,K0W3,2024-03-22T04:25:00Z,39.566,-76.202,1.3,-13.2,320,4,,10+,30.30,,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,125
EHWO 220425Z AUTO 23009KT 210V270 7000 BR OVC120 10/08 Q1019 WHT,EHWO,2024-03-22T04:25:00Z,51.448,4.342,10,8,230,9,,4.35,30.09,,,TRUE,,,,,,,BR,OVC,12000,,,,,,,MVFR,,,,,,,,,,,,METAR,15
EHVL 220425Z AUTO 23019KT 5000 DZ FEW023 BKN029 OVC032 10/08 Q1015 WHT,EHVL,2024-03-22T04:25:00Z,53.297,5.086,10,8,230,19,,3.11,29.97,,,TRUE,,,,,,,DZ,FEW,2300,BKN,2900,OVC,3200,,,MVFR,,,,,,,,,,,,METAR,2
EHVK 220425Z AUTO 23011KT 200V260 7000 BR OVC100 11/09 Q1018 WHT,EHVK,2024-03-22T04:25:00Z,51.658,5.707,11,9,230,11,,4.35,30.06,,,TRUE,,,,,,,BR,OVC,10000,,,,,,,MVFR,,,,,,,,,,,,METAR,20
EHSC 220425Z AUTO 23022KT 9999 ///////// 10/09 Q1018 W09/H11,EHSC,2024-03-22T04:25:00Z,51.926,3.67,10,9,230,22,,6+,30.06,,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,19
EHSA 220425Z AUTO 22026KT 9999 ///////// 10/08 Q1018 W09/H14,EHSA,2024-03-22T04:25:00Z,51.998,3.275,10,8,220,26,,6+,30.06,,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,18
EHRD 220425Z AUTO 23013KT 9000 FEW010 10/08 Q1018 NOSIG,EHRD,2024-03-22T04:25:00Z,51.954,4.444,10,8,230,13,,5.59,30.06,,,TRUE,,,TRUE,,,,,FEW,1000,,,,,,,VFR,,,,,,,,,,,,METAR,-4
EHPG 220425Z AUTO 24026KT 9999 SCT031 10/08 Q1017,EHPG,2024-03-22T04:25:00Z,52.36,3.342,10,8,240,26,,6+,30.03,,,TRUE,,,,,,,,SCT,3100,,,,,,,VFR,,,,,,,,,,,,METAR,24
EHMG 220425Z AUTO 24022KT 8000 FEW015CB SCT022 OVC025 10/07 Q1015,EHMG,2024-03-22T04:25:00Z,53.614,4.96,10,7,240,22,,4.97,29.97,,,TRUE,,,,,,,,FEW,1500,SCT,2200,OVC,2500,,,MVFR,,,,,,,,,,,,METAR,30
EHMA 220425Z AUTO 23018KT 4800 BR FEW001 BKN030 BKN039 10/08 Q1014,EHMA,2024-03-22T04:25:00Z,53.492,5.942,10,8,230,18,,2.98,29.94,,,TRUE,,,,,,,BR,FEW,100,BKN,3000,BKN,3900,,,IFR,,,,,,,,,,,,METAR,27
EHLW 220425Z AUTO 24013KT 200V260 8000 BR FEW009 SCT041 OVC053 10/09 Q1015 BLU,EHLW,2024-03-22T04:25:00Z,53.223,5.752,10,9,240,13,,4.97,29.97,,,TRUE,,,,,,,BR,FEW,900,SCT,4100,OVC,5300,,,MVFR,,,,,,,,,,,,METAR,1
EHLE 220425Z AUTO 23012KT 200V260 6000 BR FEW008 BKN009 OVC011 10/09 Q1017,EHLE,2024-03-22T04:25:00Z,52.456,5.522,10,9,230,12,,3.73,30.03,,,TRUE,,,,,,,BR,FEW,800,BKN,900,OVC,1100,,,IFR,,,,,,,,,,,,METAR,-3
EHKV 220425Z AUTO 26025KT 9999 BKN022 BKN026 OVC037 10/07 Q1015,EHKV,2024-03-22T04:25:00Z,53.269,3.628,10,7,260,25,,6+,29.97,,,TRUE,,,,,,,,BKN,2200,BKN,2600,OVC,3700,,,MVFR,,,,,,,,,,,,METAR,28
EHKD 220425Z AUTO 23015KT 200V260 5000 -SHRA FEW015CB OVC021 10/09 Q1016 REDZ WHT,EHKD,2024-03-22T04:25:00Z,52.927,4.781,10,9,230,15,,3.11,30.00,,,TRUE,,,,,,,-SHRA,FEW,1500,OVC,2100,,,,,MVFR,,,,,,,,,,,,METAR,1
EHJR 220425Z AUTO 25023KT //// // ///////// 09/07 Q1015 RE// W08/H12,EHJR,2024-03-22T04:25:00Z,53.218,3.22,9,7,250,23,,,29.97,,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,31
EHJA 220425Z AUTO 24024KT 9999 FEW024/// OVC029/// 09/07 Q1013,EHJA,2024-03-22T04:25:00Z,53.824,2.945,9,7,240,24,,6+,29.91,,,TRUE,,,,,,,,FEW,2400,OVC,2900,,,,,MVFR,,,,,,,,,,,,METAR,34
EHHW 220425Z AUTO 25015KT 220V280 9999 FEW020/// OVC024/// 09/07 Q1013,EHHW,2024-03-22T04:25:00Z,54.037,6.042,9,7,250,15,,6+,29.91,,,TRUE,,,,,,,,FEW,2000,OVC,2400,,,,,MVFR,,,,,,,,,,,,METAR,10
EHGR 220425Z AUTO 24006KT 200V270 9000 BR OVC110 11/08 Q1018 BLU,EHGR,2024-03-22T04:25:00Z,51.565,4.935,11,8,240,6,,5.59,30.06,,,TRUE,,,,,,,BR,OVC,11000,,,,,,,VFR,,,,,,,,,,,,METAR,12
EHGG 220425Z AUTO 24011KT 210V270 4900 SCT008/// BKN010/// OVC014/// 11/09 Q1015,EHGG,2024-03-22T04:25:00Z,53.12,6.579,11,9,240,11,,3.04,29.97,,,TRUE,,,,,,,,SCT,800,BKN,1000,OVC,1400,,,MVFR,,,,,,,,,,,,METAR,2
EHFD 220425Z AUTO 26024KT 5000 -RA FEW012/// BKN022/// BKN027/// 08/07 Q1011 RERA REDZ,EHFD,2024-03-22T04:25:00Z,54.854,4.696,8,7,260,24,,3.11,29.85,,,TRUE,,,,,,,-RA,FEW,1200,BKN,2200,BKN,2700,,,MVFR,,,,,,,,,,,,METAR,24
EHEH 220425Z AUTO 23009KT 200V270 9999 BKN089 OVC130 11/09 Q1019 BLU,EHEH,2024-03-22T04:25:00Z,51.45,5.377,11,9,230,9,,6+,30.09,,,TRUE,,,,,,,,BKN,8900,OVC,13000,,,,,VFR,,,,,,,,,,,,METAR,20
EHDV 220425Z AUTO 25019KT 6000 -RA FEW007/// SCT014/// BKN017/// 09/07 Q1012,EHDV,2024-03-22T04:25:00Z,54.326,2.936,9,7,250,19,,3.73,29.88,,,TRUE,,,,,,,-RA,FEW,700,SCT,1400,BKN,1700,,,MVFR,,,,,,,,,,,,METAR,36
EHDL 220425Z AUTO 24009KT 180V280 7000 BR SCT009 OVC010 11/09 Q1017 GRN,EHDL,2024-03-22T04:25:00Z,52.061,5.887,11,9,240,9,,4.35,30.03,,,TRUE,,,,,,,BR,SCT,900,OVC,1000,,,,,MVFR,,,,,,,,,,,,METAR,49
EHBK 220425Z AUTO 22012KT 9999 NSC 12/09 Q1020,EHBK,2024-03-22T04:25:00Z,50.905,5.762,12,9,220,12,,6+,30.12,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,112
EHAM 220425Z 23010KT 9999 FEW010 SCT028 10/09 Q1017 NOSIG,EHAM,2024-03-22T04:25:00Z,52.315,4.79,10,9,230,10,,6+,30.03,,,,,,TRUE,,,,,FEW,1000,SCT,2800,,,,,VFR,,,,,,,,,,,,METAR,-2
EHAK 220425Z AUTO 25024KT 9999 FEW031/// SCT036/// BKN041/// 08/07 Q1010,EHAK,2024-03-22T04:25:00Z,55.399,3.81,8,7,250,24,,6+,29.82,,,TRUE,,,,,,,,FEW,3100,SCT,3600,BKN,4100,,,VFR,,,,,,,,,,,,METAR,33
CYWK 220425Z AUTO 02010G16KT 9SM BKN024 BKN029 OVC035 M04/M06 A2957 RMK SLP045,CYWK,2024-03-22T04:25:00Z,52.927,-66.874,-4,-6,20,10,16,9,29.57,1004.5,,TRUE,,,,,,,,BKN,2400,BKN,2900,OVC,3500,,,MVFR,,,,,,,,,,,,SPECI,547
CYBW 220425Z AUTO 18004KT 3SM -SN OVC028 M08/M09 A3017 RMK SLP290,CYBW,2024-03-22T04:25:00Z,51.108,-114.382,-8,-9,180,4,,3,30.17,1029,,TRUE,,,,,,,-SN,OVC,2800,,,,,,,MVFR,,,,,,,,,,,,SPECI,1197
PAVC 220424Z AUTO 21010KT 1/2SM -RA FG OVC002 03/03 A2955 RMK AO2 P0000,PAVC,2024-03-22T04:24:00Z,55.115,-162.271,3,3,210,10,,0.5,29.55,,,TRUE,TRUE,,,,,,-RA FG,OVC,200,,,,,,,LIFR,,,,,,0.005,,,,,,SPECI,48
KMSN 220424Z AUTO 12006KT 1SM R36/4500VP6000FT -SN BR OVC024 M02/M03 A3018 RMK AO2 SNB05 P0000 T10171033,KMSN,2024-03-22T04:24:00Z,43.1407,-89.3452,-1.7,-3.3,120,6,,1,30.18,,,TRUE,TRUE,,,,,,-SN BR,OVC,2400,,,,,,,IFR,,,,,,0.005,,,,,,SPECI,262
KLNR 220424Z AUTO 07007KT 1/2SM SN FZFG VV010 M02/M03 A3018 RMK AO2 P0002 T10171028,KLNR,2024-03-22T04:24:00Z,43.2111,-90.1874,-1.7,-2.8,70,7,,0.5,30.18,,,TRUE,TRUE,,,,,,SN FZFG,OVX,0,,,,,,,LIFR,,,,,,0.02,,,,,1000,SPECI,218
KFCM 220424Z AUTO 09004KT 1 1/4SM -SN BR FEW007 OVC025 M03/M04 A3020 RMK AO2 P0000 T10281044,KFCM,2024-03-22T04:24:00Z,44.8321,-93.4705,-2.8,-4.4,90,4,,1.25,30.20,,,TRUE,TRUE,,,,,,-SN BR,FEW,700,OVC,2500,,,,,IFR,,,,,,0.005,,,,,,SPECI,276
CYPX 220424Z AUTO 10007KT 6SM -SN OVC012 M12/M13 A2989 RMK SLP125,CYPX,2024-03-22T04:24:00Z,60.045,-77.281,-12,-13,100,7,,6,29.89,1012.5,,TRUE,,,,,,,-SN,OVC,1200,,,,,,,MVFR,,,,,,,,,,,,SPECI,10
CYAY 220424Z AUTO 06013G18KT 9SM -SN BKN009 OVC014 M00/M01 A2956 RMK SLP014,CYAY,2024-03-22T04:24:00Z,51.39,-56.081,0,-1,60,13,18,9,29.56,1001.4,,TRUE,,,,,,,-SN,BKN,900,OVC,1400,,,,,IFR,,,,,,,,,,,,SPECI,23
PAVL 220423Z AUTO 15013KT 1 1/4SM -SN BR SCT006 OVC010 01/00 A2957 RMK AO2 P0000 T00060000 TSNO,PAVL,2024-03-22T04:23:00Z,67.731,-164.548,0.6,0,150,13,,1.25,29.57,,,TRUE,TRUE,,,TRUE,,,-SN BR,SCT,600,OVC,1000,,,,,IFR,,,,,,0.005,,,,,,SPECI,6
PAMY 220423Z AUTO 13014KT 9SM -SN SCT007 BKN023 OVC033 01/00 A2938 RMK AO2 P0000 FZRANO,PAMY,2024-03-22T04:23:00Z,60.376,-166.262,1,0,130,14,,9,29.38,,,TRUE,TRUE,,,,TRUE,,-SN,SCT,700,BKN,2300,OVC,3300,,,MVFR,,,,,,0.005,,,,,,SPECI,14
KLWT 220423Z AUTO 30010KT 10SM BKN012 OVC021 M06/M08 A3012 RMK AO2 T10561078,KLWT,2024-03-22T04:23:00Z,47.0544,-109.457,-5.6,-7.8,300,10,,10+,30.12,,,TRUE,TRUE,,,,,,,BKN,1200,OVC,2100,,,,,MVFR,,,,,,,,,,,,SPECI,1254
KEVM 220423Z AUTO 06003KT 10SM OVC100 M06/M18 A3020 RMK AO1,KEVM,2024-03-22T04:23:00Z,47.4274,-92.4972,-6,-18,60,3,,10+,30.20,,,TRUE,TRUE,,,,,,,OVC,10000,,,,,,,VFR,,,,,,,,,,,,METAR,419
CYDQ 220423Z AUTO 08006KT 9SM -SN BKN021 OVC042 M07/M09 A3034 RMK SLP324,CYDQ,2024-03-22T04:23:00Z,55.741,-120.188,-7,-9,80,6,,9,30.34,1032.4,,TRUE,,,,,,,-SN,BKN,2100,OVC,4200,,,,,MVFR,,,,,,,,,,,,SPECI,658
KRST 220422Z AUTO 05005KT 2SM -SN BR BKN025 BKN034 OVC042 M03/M04 A3015 RMK AO2 P0001 T10331044,KRST,2024-03-22T04:22:00Z,43.904,-92.4921,-3.3,-4.4,50,5,,2,30.15,,,TRUE,TRUE,,,,,,-SN BR,BKN,2500,BKN,3400,OVC,4200,,,IFR,,,,,,0.01,,,,,,SPECI,398
KNXF 220422Z AUTO 00000KT 10SM SCT011 13/ A3009 RMK AO2 T0133 $,KNXF,2024-03-22T04:22:00Z,33.287,-117.456,13.3,,0,0,,10+,30.09,,,TRUE,TRUE,TRUE,,,,,,SCT,1100,,,,,,,VFR,,,,,,,,,,,,SPECI,28
KBTR 220422Z AUTO 08004KT 10SM OVC014 13/11 A2996 RMK AO2 T01280111,KBTR,2024-03-22T04:22:00Z,30.5378,-91.1468,12.8,11.1,80,4,,10+,29.96,,,TRUE,TRUE,,,,,,,OVC,1400,,,,,,,MVFR,,,,,,,,,,,,SPECI,20
CZPC 220422Z AUTO 14004KT 5SM -SN BKN050 OVC071 M08/M09 A3019 RMK SLP295,CZPC,2024-03-22T04:22:00Z,49.522,-114.005,-8,-9,140,4,,5,30.19,1029.5,,TRUE,,,,,,,-SN,BKN,5000,OVC,7100,,,,,MVFR,,,,,,,,,,,,SPECI,1187
CYQX 220422Z 21016G25KT 15SM -RA OVC045 01/M01 A2963 RMK SC8 SLP042,CYQX,2024-03-22T04:22:00Z,48.946,-54.576,1,-1,210,16,25,15,29.63,1004.2,,,,,,,,,-RA,OVC,4500,,,,,,,VFR,,,,,,,,,,,,SPECI,144
CYBC 220422Z AUTO 32009G15KT 9SM -SNRA OVC046 00/M01 A2950 RMK SLP994,CYBC,2024-03-22T04:22:00Z,49.135,-68.202,0,-1,320,9,15,9,29.50,999.4,,TRUE,,,,,,,-SN -RA,OVC,4600,,,,,,,VFR,,,,,,,,,,,,SPECI,20
YBTL 220421Z AUTO 10017G27KT 5000 -SHRA SCT025 SCT042 BKN058 26/24 Q1012,YBTL,2024-03-22T04:21:00Z,-19.248,146.766,26,24,100,17,27,3.11,29.88,,,TRUE,,,,,,,-SHRA,SCT,2500,SCT,4200,BKN,5800,,,MVFR,,,,,,,,,,,,SPECI,4
KWLD 220421Z AUTO 12005KT 10SM SCT009 13/13 A2993 RMK AO2 T01330133 $,KWLD,2024-03-22T04:21:00Z,37.1649,-97.035,13.3,13.3,120,5,,10+,29.93,,,TRUE,TRUE,TRUE,,,,,,SCT,900,,,,,,,VFR,,,,,,,,,,,,SPECI,351
KSFY 220421Z AUTO 10009KT 10SM BKN090 BKN110 03/M08 A3013 RMK AO2,KSFY,2024-03-22T04:21:00Z,42.0454,-90.1101,3,-8,100,9,,10+,30.13,,,TRUE,TRUE,,,,,,,BKN,9000,BKN,11000,,,,,VFR,,,,,,,,,,,,METAR,188
KRKP 220421Z AUTO 00000KT 6SM BR OVC003 20/19 A2987 RMK AO2 T02000194,KRKP,2024-03-22T04:21:00Z,28.0837,-97.0467,20,19.4,0,0,,6,29.87,,,TRUE,TRUE,,,,,,BR,OVC,300,,,,,,,LIFR,,,,,,,,,,,,SPECI,8
CYGV 220421Z AUTO 05018G24KT 5SM -SN FEW008 BKN014 BKN022 OVC028 M01/M02 A2928 RMK SLP920,CYGV,2024-03-22T04:21:00Z,50.286,-63.606,-1,-2,50,18,24,5,29.28,992,,TRUE,,,,,,,-SN,FEW,800,BKN,1400,BKN,2200,OVC,2800,MVFR,,,,,,,,,,,,SPECI,32
CYFC 220421Z AUTO 25015G21KT 5SM -SN SCT025 BKN033 OVC041 M05/M09 A2968 RMK SLP055,CYFC,2024-03-22T04:21:00Z,45.873,-66.539,-5,-9,250,15,21,5,29.68,1005.5,,TRUE,,,,,,,-SN,SCT,2500,BKN,3300,OVC,4100,,,MVFR,,,,,,,,,,,,SPECI,16
PKWA 220420Z COR 06010KT 10SM SCT017 SCT026 30/24 A2984 RMK AO2 PNO TSNO,PKWA,2024-03-22T04:20:00Z,8.72,167.724,30,24,60,10,,10+,29.84,,TRUE,,TRUE,,,TRUE,,,,SCT,1700,SCT,2600,,,,,VFR,,,,,,,,,,,,METAR,6
PAOM 220420Z 12014KT 3/4SM R28/5000VP6000FT -SN BR VV006 01/M01 A2955 RMK AO2 P0001 T00061006 $,PAOM,2024-03-22T04:20:00Z,64.5111,-165.44,0.6,-0.6,120,14,,0.75,29.55,,,,TRUE,TRUE,,,,,-SN BR,OVX,0,,,,,,,LIFR,,,,,,0.01,,,,,600,SPECI,6
LWSK 220420Z VRB01KT 9999 SCT097 06/00 Q1018 NOSIG,LWSK,2024-03-22T04:20:00Z,41.952,21.627,6,0,VRB,1,,6+,30.06,,,,,,TRUE,,,,,SCT,9700,,,,,,,VFR,,,,,,,,,,,,METAR,232
LTFM 220420Z 36012KT 9999 -SHRA SCT013 BKN025 06/03 Q1017 NOSIG,LTFM,2024-03-22T04:20:00Z,41.262,28.74,6,3,360,12,,6+,30.03,,,,,,TRUE,,,,-SHRA,SCT,1300,BKN,2500,,,,,MVFR,,,,,,,,,,,,METAR,99
LTFJ 220420Z 02008KT 280V080 9999 SCT013 BKN028 BKN070 06/03 Q1016 NOSIG,LTFJ,2024-03-22T04:20:00Z,40.899,29.309,6,3,20,8,,6+,30.00,,,,,,TRUE,,,,,SCT,1300,BKN,2800,BKN,7000,,,MVFR,,,,,,,,,,,,METAR,83
LTFE 220420Z VRB01KT CAVOK 03/02 Q1015 NOSIG,LTFE,2024-03-22T04:20:00Z,37.245,27.673,3,2,VRB,1,,6+,29.97,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,6
LTFC 220420Z 02004KT 340V060 9999 FEW040 M01/M04 Q1013,LTFC,2024-03-22T04:20:00Z,37.855,30.368,-1,-4,20,4,,6+,29.91,,,,,,,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,862
LTCS 220420Z 18006KT 9999 SCT004 BKN035 BKN080 06/06 Q1006,LTCS,2024-03-22T04:20:00Z,37.445,38.904,6,6,180,6,,6+,29.70,,,,,,,,,,,SCT,400,BKN,3500,BKN,8000,,,VFR,,,,,,,,,,,,METAR,825
LTCJ 220420Z 33007KT 280V010 7000 SHRA FEW025CB BKN035 07/07 Q1007 NOSIG,LTCJ,2024-03-22T04:20:00Z,37.93,41.117,7,7,330,7,,4.35,29.73,,,,,,TRUE,,,,SHRA,FEW,2500,BKN,3500,,,,,MVFR,,,,,,,,,,,,METAR,559
LTCG 220420Z 29003KT 9999 SCT016 BKN033 07/06 Q1013 RERA NOSIG,LTCG,2024-03-22T04:20:00Z,40.995,39.782,7,6,290,3,,6+,29.91,,,,,,TRUE,,,,,SCT,1600,BKN,3300,,,,,VFR,,,,,,,,,,,,METAR,28
LTCE 220420Z 10006KT 2000 -SN BKN020 BKN070 00/M00 Q1007 RESN NOSIG,LTCE,2024-03-22T04:20:00Z,39.956,41.17,0,0,100,6,,1.24,29.73,,,,,,TRUE,,,,-SN,BKN,2000,BKN,7000,,,,,IFR,,,,,,,,,,,,METAR,1758
LTCC 220420Z 02008KT 9999 -SHRA BKN035 BKN090 06/06 Q1007 NOSIG,LTCC,2024-03-22T04:20:00Z,37.894,40.201,6,6,20,8,,6+,29.73,,,,,,TRUE,,,,-SHRA,BKN,3500,BKN,9000,,,,,VFR,,,,,,,,,,,,METAR,676
LTBU 220420Z 35011KT 9999 SCT030 02/00 Q1017,LTBU,2024-03-22T04:20:00Z,41.139,27.919,2,0,350,11,,6+,30.03,,,,,,,,,,,SCT,3000,,,,,,,VFR,,,,,,,,,,,,METAR,165
